U+02F0	˰	MODIFIER LETTER LOW UP ARROWHEAD	0	
U+02F3	˳	MODIFIER LETTER LOW RING	0	
U+02F7	˷	MODIFIER LETTER LOW TILDE	0	
U+0300	̀	COMBINING GRAVE ACCENT	0	
U+0301	́	COMBINING ACUTE ACCENT	0	
U+0302	̂	COMBINING CIRCUMFLEX ACCENT	0	
U+0303	̃	COMBINING TILDE	0	
U+0304	̄	COMBINING MACRON	0	
U+0305	̅	COMBINING OVERLINE	0	
U+0306	̆	COMBINING BREVE	0	
U+0307	̇	COMBINING DOT ABOVE	0	
U+0308	̈	COMBINING DIAERESIS	0	
U+0309	̉	COMBINING HOOK ABOVE	0	
U+030A	̊	COMBINING RING ABOVE	0	
U+030B	̋	COMBINING DOUBLE ACUTE ACCENT	0	
U+030C	̌	COMBINING CARON	0	
U+030D	̍	COMBINING VERTICAL LINE ABOVE	0	
U+030F	̏	COMBINING DOUBLE GRAVE ACCENT	0	
U+0311	̑	COMBINING INVERTED BREVE	0	
U+0316	̖	COMBINING GRAVE ACCENT BELOW	0	
U+0317	̗	COMBINING ACUTE ACCENT BELOW	0	
U+0318	̘	COMBINING LEFT TACK BELOW	0	
U+0319	̙	COMBINING RIGHT TACK BELOW	0	
U+031A	̚	COMBINING LEFT ANGLE ABOVE	0	
U+031B	̛	COMBINING HORN	0	
U+031C	̜	COMBINING LEFT HALF RING BELOW	0	
U+031D	̝	COMBINING UP TACK BELOW	0	
U+031E	̞	COMBINING DOWN TACK BELOW	0	
U+031F	̟	COMBINING PLUS SIGN BELOW	0	
U+0320	̠	COMBINING MINUS SIGN BELOW	0	
U+0323	̣	COMBINING DOT BELOW	0	
U+0324	̤	COMBINING DIAERESIS BELOW	0	
U+0325	̥	COMBINING RING BELOW	0	
U+0326	̦	COMBINING COMMA BELOW	0	
U+0327	̧	COMBINING CEDILLA	0	
U+0328	̨	COMBINING OGONEK	0	
U+0329	̩	COMBINING VERTICAL LINE BELOW	0	
U+032A	̪	COMBINING BRIDGE BELOW	0	
U+032C	̬	COMBINING CARON BELOW	0	
U+032D	̭	COMBINING CIRCUMFLEX ACCENT BELOW	0	
U+032E	̮	COMBINING BREVE BELOW	0	
U+032F	̯	COMBINING INVERTED BREVE BELOW	0	
U+0330	̰	COMBINING TILDE BELOW	0	
U+0331	̱	COMBINING MACRON BELOW	0	
U+0332	̲	COMBINING LOW LINE	0	
U+0334	̴	COMBINING TILDE OVERLAY	0	
U+0335	̵	COMBINING SHORT STROKE OVERLAY	0	
U+0336	̶	COMBINING LONG STROKE OVERLAY	0	
U+0338	̸	COMBINING LONG SOLIDUS OVERLAY	0	
U+0339	̹	COMBINING RIGHT HALF RING BELOW	0	
U+033A	̺	COMBINING INVERTED BRIDGE BELOW	0	
U+033B	̻	COMBINING SQUARE BELOW	0	
U+033C	̼	COMBINING SEAGULL BELOW	0	
U+033D	̽	COMBINING X ABOVE	0	
U+0340	̀	COMBINING GRAVE TONE MARK	0	
U+0341	́	COMBINING ACUTE TONE MARK	0	
U+0358	͘	COMBINING DOT ABOVE RIGHT	0	
U+0361	͡	COMBINING DOUBLE INVERTED BREVE	0	
U+0400	Ѐ	CYRILLIC CAPITAL LETTER IE WITH GRAVE	0	
U+0401	Ё	CYRILLIC CAPITAL LETTER IO	0	
U+0402	Ђ	CYRILLIC CAPITAL LETTER DJE	0	
U+0403	Ѓ	CYRILLIC CAPITAL LETTER GJE	0	
U+0404	Є	CYRILLIC CAPITAL LETTER UKRAINIAN IE	0	
U+0405	Ѕ	CYRILLIC CAPITAL LETTER DZE	0	
U+0406	І	CYRILLIC CAPITAL LETTER BYELORUSSIAN-UKRAINIAN I	0	
U+0407	Ї	CYRILLIC CAPITAL LETTER YI	0	
U+0408	Ј	CYRILLIC CAPITAL LETTER JE	0	
U+0409	Љ	CYRILLIC CAPITAL LETTER LJE	0	
U+040A	Њ	CYRILLIC CAPITAL LETTER NJE	0	
U+040B	Ћ	CYRILLIC CAPITAL LETTER TSHE	0	
U+040C	Ќ	CYRILLIC CAPITAL LETTER KJE	0	
U+040D	Ѝ	CYRILLIC CAPITAL LETTER I WITH GRAVE	0	
U+040E	Ў	CYRILLIC CAPITAL LETTER SHORT U	0	
U+040F	Џ	CYRILLIC CAPITAL LETTER DZHE	0	
U+0410	А	CYRILLIC CAPITAL LETTER A	0	
U+0411	Б	CYRILLIC CAPITAL LETTER BE	0	
U+0412	В	CYRILLIC CAPITAL LETTER VE	0	
U+0413	Г	CYRILLIC CAPITAL LETTER GHE	0	
U+0414	Д	CYRILLIC CAPITAL LETTER DE	0	
U+0415	Е	CYRILLIC CAPITAL LETTER IE	0	
U+0416	Ж	CYRILLIC CAPITAL LETTER ZHE	0	
U+0417	З	CYRILLIC CAPITAL LETTER ZE	0	
U+0418	И	CYRILLIC CAPITAL LETTER I	0	
U+0419	Й	CYRILLIC CAPITAL LETTER SHORT I	0	
U+041A	К	CYRILLIC CAPITAL LETTER KA	0	
U+041B	Л	CYRILLIC CAPITAL LETTER EL	0	
U+041C	М	CYRILLIC CAPITAL LETTER EM	0	
U+041D	Н	CYRILLIC CAPITAL LETTER EN	0	
U+041E	О	CYRILLIC CAPITAL LETTER O	0	
U+041F	П	CYRILLIC CAPITAL LETTER PE	0	
U+0420	Р	CYRILLIC CAPITAL LETTER ER	0	
U+0421	С	CYRILLIC CAPITAL LETTER ES	0	
U+0422	Т	CYRILLIC CAPITAL LETTER TE	0	
U+0423	У	CYRILLIC CAPITAL LETTER U	0	
U+0424	Ф	CYRILLIC CAPITAL LETTER EF	0	
U+0425	Х	CYRILLIC CAPITAL LETTER HA	0	
U+0426	Ц	CYRILLIC CAPITAL LETTER TSE	0	
U+0427	Ч	CYRILLIC CAPITAL LETTER CHE	0	
U+0428	Ш	CYRILLIC CAPITAL LETTER SHA	0	
U+0429	Щ	CYRILLIC CAPITAL LETTER SHCHA	0	
U+042A	Ъ	CYRILLIC CAPITAL LETTER HARD SIGN	0	
U+042B	Ы	CYRILLIC CAPITAL LETTER YERU	0	
U+042C	Ь	CYRILLIC CAPITAL LETTER SOFT SIGN	0	
U+042D	Э	CYRILLIC CAPITAL LETTER E	0	
U+042E	Ю	CYRILLIC CAPITAL LETTER YU	0	
U+042F	Я	CYRILLIC CAPITAL LETTER YA	0	
U+0430	а	CYRILLIC SMALL LETTER A	0	
U+0431	б	CYRILLIC SMALL LETTER BE	0	
U+0432	в	CYRILLIC SMALL LETTER VE	0	
U+0433	г	CYRILLIC SMALL LETTER GHE	0	
U+0434	д	CYRILLIC SMALL LETTER DE	0	
U+0435	е	CYRILLIC SMALL LETTER IE	0	
U+0436	ж	CYRILLIC SMALL LETTER ZHE	0	
U+0437	з	CYRILLIC SMALL LETTER ZE	0	
U+0438	и	CYRILLIC SMALL LETTER I	0	
U+0439	й	CYRILLIC SMALL LETTER SHORT I	0	
U+043A	к	CYRILLIC SMALL LETTER KA	0	
U+043B	л	CYRILLIC SMALL LETTER EL	0	
U+043C	м	CYRILLIC SMALL LETTER EM	0	
U+043D	н	CYRILLIC SMALL LETTER EN	0	
U+043E	о	CYRILLIC SMALL LETTER O	0	
U+043F	п	CYRILLIC SMALL LETTER PE	0	
U+0440	р	CYRILLIC SMALL LETTER ER	0	
U+0441	с	CYRILLIC SMALL LETTER ES	0	
U+0442	т	CYRILLIC SMALL LETTER TE	0	
U+0443	у	CYRILLIC SMALL LETTER U	0	
U+0444	ф	CYRILLIC SMALL LETTER EF	0	
U+0445	х	CYRILLIC SMALL LETTER HA	0	
U+0446	ц	CYRILLIC SMALL LETTER TSE	0	
U+0447	ч	CYRILLIC SMALL LETTER CHE	0	
U+0448	ш	CYRILLIC SMALL LETTER SHA	0	
U+0449	щ	CYRILLIC SMALL LETTER SHCHA	0	
U+044A	ъ	CYRILLIC SMALL LETTER HARD SIGN	0	
U+044B	ы	CYRILLIC SMALL LETTER YERU	0	
U+044C	ь	CYRILLIC SMALL LETTER SOFT SIGN	0	
U+044D	э	CYRILLIC SMALL LETTER E	0	
U+044E	ю	CYRILLIC SMALL LETTER YU	0	
U+044F	я	CYRILLIC SMALL LETTER YA	0	
U+0450	ѐ	CYRILLIC SMALL LETTER IE WITH GRAVE	0	
U+0451	ё	CYRILLIC SMALL LETTER IO	0	
U+0452	ђ	CYRILLIC SMALL LETTER DJE	0	
U+0453	ѓ	CYRILLIC SMALL LETTER GJE	0	
U+0454	є	CYRILLIC SMALL LETTER UKRAINIAN IE	0	
U+0455	ѕ	CYRILLIC SMALL LETTER DZE	0	
U+0456	і	CYRILLIC SMALL LETTER BYELORUSSIAN-UKRAINIAN I	0	
U+0457	ї	CYRILLIC SMALL LETTER YI	0	
U+0458	ј	CYRILLIC SMALL LETTER JE	0	
U+0459	љ	CYRILLIC SMALL LETTER LJE	0	
U+045A	њ	CYRILLIC SMALL LETTER NJE	0	
U+045B	ћ	CYRILLIC SMALL LETTER TSHE	0	
U+045C	ќ	CYRILLIC SMALL LETTER KJE	0	
U+045D	ѝ	CYRILLIC SMALL LETTER I WITH GRAVE	0	
U+045E	ў	CYRILLIC SMALL LETTER SHORT U	0	
U+045F	џ	CYRILLIC SMALL LETTER DZHE	0	
U+0462	Ѣ	CYRILLIC CAPITAL LETTER YAT	0	
U+0463	ѣ	CYRILLIC SMALL LETTER YAT	0	
U+046A	Ѫ	CYRILLIC CAPITAL LETTER BIG YUS	0	
U+046B	ѫ	CYRILLIC SMALL LETTER BIG YUS	0	
U+0472	Ѳ	CYRILLIC CAPITAL LETTER FITA	0	
U+0473	ѳ	CYRILLIC SMALL LETTER FITA	0	
U+0474	Ѵ	CYRILLIC CAPITAL LETTER IZHITSA	0	
U+0475	ѵ	CYRILLIC SMALL LETTER IZHITSA	0	
U+0478	Ѹ	CYRILLIC CAPITAL LETTER UK	0	
U+0479	ѹ	CYRILLIC SMALL LETTER UK	0	
U+0490	Ґ	CYRILLIC CAPITAL LETTER GHE WITH UPTURN	0	
U+0491	ґ	CYRILLIC SMALL LETTER GHE WITH UPTURN	0	
U+0492	Ғ	CYRILLIC CAPITAL LETTER GHE WITH STROKE	0	
U+0493	ғ	CYRILLIC SMALL LETTER GHE WITH STROKE	0	
U+0496	Җ	CYRILLIC CAPITAL LETTER ZHE WITH DESCENDER	0	
U+0497	җ	CYRILLIC SMALL LETTER ZHE WITH DESCENDER	0	
U+049A	Қ	CYRILLIC CAPITAL LETTER KA WITH DESCENDER	0	
U+049B	қ	CYRILLIC SMALL LETTER KA WITH DESCENDER	0	
U+049C	Ҝ	CYRILLIC CAPITAL LETTER KA WITH VERTICAL STROKE	0	
U+049D	ҝ	CYRILLIC SMALL LETTER KA WITH VERTICAL STROKE	0	
U+04A2	Ң	CYRILLIC CAPITAL LETTER EN WITH DESCENDER	0	
U+04A3	ң	CYRILLIC SMALL LETTER EN WITH DESCENDER	0	
U+04AE	Ү	CYRILLIC CAPITAL LETTER STRAIGHT U	0	
U+04AF	ү	CYRILLIC SMALL LETTER STRAIGHT U	0	
U+04B0	Ұ	CYRILLIC CAPITAL LETTER STRAIGHT U WITH STROKE	0	
U+04B1	ұ	CYRILLIC SMALL LETTER STRAIGHT U WITH STROKE	0	
U+04B2	Ҳ	CYRILLIC CAPITAL LETTER HA WITH DESCENDER	0	
U+04B3	ҳ	CYRILLIC SMALL LETTER HA WITH DESCENDER	0	
U+04B8	Ҹ	CYRILLIC CAPITAL LETTER CHE WITH VERTICAL STROKE	0	
U+04B9	ҹ	CYRILLIC SMALL LETTER CHE WITH VERTICAL STROKE	0	
U+04BA	Һ	CYRILLIC CAPITAL LETTER SHHA	0	
U+04BB	һ	CYRILLIC SMALL LETTER SHHA	0	
U+04C9	Ӊ	CYRILLIC CAPITAL LETTER EN WITH TAIL	0	
U+04CA	ӊ	CYRILLIC SMALL LETTER EN WITH TAIL	0	
U+04D8	Ә	CYRILLIC CAPITAL LETTER SCHWA	0	
U+04D9	ә	CYRILLIC SMALL LETTER SCHWA	0	
U+04DE	Ӟ	CYRILLIC CAPITAL LETTER ZE WITH DIAERESIS	0	
U+04DF	ӟ	CYRILLIC SMALL LETTER ZE WITH DIAERESIS	0	
U+04E0	Ӡ	CYRILLIC CAPITAL LETTER ABKHASIAN DZE	0	
U+04E1	ӡ	CYRILLIC SMALL LETTER ABKHASIAN DZE	0	
U+04E2	Ӣ	CYRILLIC CAPITAL LETTER I WITH MACRON	0	
U+04E3	ӣ	CYRILLIC SMALL LETTER I WITH MACRON	0	
U+04E4	Ӥ	CYRILLIC CAPITAL LETTER I WITH DIAERESIS	0	
U+04E5	ӥ	CYRILLIC SMALL LETTER I WITH DIAERESIS	0	
U+04E6	Ӧ	CYRILLIC CAPITAL LETTER O WITH DIAERESIS	0	
U+04E7	ӧ	CYRILLIC SMALL LETTER O WITH DIAERESIS	0	
U+04E8	Ө	CYRILLIC CAPITAL LETTER BARRED O	0	
U+04E9	ө	CYRILLIC SMALL LETTER BARRED O	0	
U+04EA	Ӫ	CYRILLIC CAPITAL LETTER BARRED O WITH DIAERESIS	0	
U+04EB	ӫ	CYRILLIC SMALL LETTER BARRED O WITH DIAERESIS	0	
U+04EE	Ӯ	CYRILLIC CAPITAL LETTER U WITH MACRON	0	
U+04EF	ӯ	CYRILLIC SMALL LETTER U WITH MACRON	0	
U+04F0	Ӱ	CYRILLIC CAPITAL LETTER U WITH DIAERESIS	0	
U+04F1	ӱ	CYRILLIC SMALL LETTER U WITH DIAERESIS	0	
U+04F2	Ӳ	CYRILLIC CAPITAL LETTER U WITH DOUBLE ACUTE	0	
U+04F3	ӳ	CYRILLIC SMALL LETTER U WITH DOUBLE ACUTE	0	
U+04F4	Ӵ	CYRILLIC CAPITAL LETTER CHE WITH DIAERESIS	0	
U+04F5	ӵ	CYRILLIC SMALL LETTER CHE WITH DIAERESIS	0	
U+04FE	Ӿ	CYRILLIC CAPITAL LETTER HA WITH STROKE	0	
U+04FF	ӿ	CYRILLIC SMALL LETTER HA WITH STROKE	0	
U+0E3F	฿	THAI CURRENCY SYMBOL BAHT	0	
U+0FD6	࿖	LEFT-FACING SVASTI SIGN	0	
U+1D00	ᴀ	LATIN LETTER SMALL CAPITAL A	0	
U+1D04	ᴄ	LATIN LETTER SMALL CAPITAL C	0	
U+1D05	ᴅ	LATIN LETTER SMALL CAPITAL D	0	
U+1D06	ᴆ	LATIN LETTER SMALL CAPITAL ETH	0	
U+1D07	ᴇ	LATIN LETTER SMALL CAPITAL E	0	
U+1D08	ᴈ	LATIN SMALL LETTER TURNED OPEN E	0	
U+1D0A	ᴊ	LATIN LETTER SMALL CAPITAL J	0	
U+1D0B	ᴋ	LATIN LETTER SMALL CAPITAL K	0	
U+1D0C	ᴌ	LATIN LETTER SMALL CAPITAL L WITH STROKE	0	
U+1D0D	ᴍ	LATIN LETTER SMALL CAPITAL M	0	
U+1D0E	ᴎ	LATIN LETTER SMALL CAPITAL REVERSED N	0	
U+1D0F	ᴏ	LATIN LETTER SMALL CAPITAL O	0	
U+1D10	ᴐ	LATIN LETTER SMALL CAPITAL OPEN O	0	
U+1D14	ᴔ	LATIN SMALL LETTER TURNED OE	0	
U+1D15	ᴕ	LATIN LETTER SMALL CAPITAL OU	0	
U+1D18	ᴘ	LATIN LETTER SMALL CAPITAL P	0	
U+1D19	ᴙ	LATIN LETTER SMALL CAPITAL REVERSED R	0	
U+1D1A	ᴚ	LATIN LETTER SMALL CAPITAL TURNED R	0	
U+1D1B	ᴛ	LATIN LETTER SMALL CAPITAL T	0	
U+1D1C	ᴜ	LATIN LETTER SMALL CAPITAL U	0	
U+1D20	ᴠ	LATIN LETTER SMALL CAPITAL V	0	
U+1D21	ᴡ	LATIN LETTER SMALL CAPITAL W	0	
U+1D22	ᴢ	LATIN LETTER SMALL CAPITAL Z	0	
U+1D23	ᴣ	LATIN LETTER SMALL CAPITAL EZH	0	
U+1D25	ᴥ	LATIN LETTER AIN	0	
U+1D39	ᴹ	MODIFIER LETTER CAPITAL M	0	
U+1D3A	ᴺ	MODIFIER LETTER CAPITAL N	0	
U+1D3C	ᴼ	MODIFIER LETTER CAPITAL O	0	
U+1D3E	ᴾ	MODIFIER LETTER CAPITAL P	0	
U+1F00	ἀ	GREEK SMALL LETTER ALPHA WITH PSILI	0	
U+1F01	ἁ	GREEK SMALL LETTER ALPHA WITH DASIA	0	
U+1F02	ἂ	GREEK SMALL LETTER ALPHA WITH PSILI AND VARIA	0	
U+1F03	ἃ	GREEK SMALL LETTER ALPHA WITH DASIA AND VARIA	0	
U+1F04	ἄ	GREEK SMALL LETTER ALPHA WITH PSILI AND OXIA	0	
U+1F05	ἅ	GREEK SMALL LETTER ALPHA WITH DASIA AND OXIA	0	
U+1F06	ἆ	GREEK SMALL LETTER ALPHA WITH PSILI AND PERISPOMENI	0	
U+1F07	ἇ	GREEK SMALL LETTER ALPHA WITH DASIA AND PERISPOMENI	0	
U+1F08	Ἀ	GREEK CAPITAL LETTER ALPHA WITH PSILI	0	
U+1F09	Ἁ	GREEK CAPITAL LETTER ALPHA WITH DASIA	0	
U+1F0A	Ἂ	GREEK CAPITAL LETTER ALPHA WITH PSILI AND VARIA	0	
U+1F0B	Ἃ	GREEK CAPITAL LETTER ALPHA WITH DASIA AND VARIA	0	
U+1F0C	Ἄ	GREEK CAPITAL LETTER ALPHA WITH PSILI AND OXIA	0	
U+1F0D	Ἅ	GREEK CAPITAL LETTER ALPHA WITH DASIA AND OXIA	0	
U+1F0E	Ἆ	GREEK CAPITAL LETTER ALPHA WITH PSILI AND PERISPOMENI	0	
U+1F0F	Ἇ	GREEK CAPITAL LETTER ALPHA WITH DASIA AND PERISPOMENI	0	
U+1F10	ἐ	GREEK SMALL LETTER EPSILON WITH PSILI	0	
U+1F11	ἑ	GREEK SMALL LETTER EPSILON WITH DASIA	0	
U+1F12	ἒ	GREEK SMALL LETTER EPSILON WITH PSILI AND VARIA	0	
U+1F13	ἓ	GREEK SMALL LETTER EPSILON WITH DASIA AND VARIA	0	
U+1F14	ἔ	GREEK SMALL LETTER EPSILON WITH PSILI AND OXIA	0	
